Employee No,Employee Name,Gender,Leaving Reason,Previous Employer,Latest  Available Rating,Profit Center,Employee Location,People Group,Employee Category,Supervisor name,Month of termination,Tenure_till_18,Tenure_till_18_in_months,Tenure_till_18_in_years,Age_16_18,Current Status16_18,Is promoted,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Utilization Status,Utilization%-Mean
915,Carleigh Osborn,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Serving Notice Period,Tatiana Roxanna,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1335.5,1072.0,216.0,88.5,0.0,277.5,80.26956196181206,Efficient,80.26956196181206
916,Bryce Burch,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Josi Ula,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1384.0,1268.0,160.0,96.0,0.0,449.5,91.61849710982659,Efficient,91.61849710982659
917,Alyvia Carroll,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1392.0,1336.0,136.0,112.0,0.0,89.0,95.97701149425288,Efficient,95.97701149425288
918,Cory Flowers,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1640.0,1460.0,1003.0,128.0,52.0,0.0,496.0,68.69863013698631,Above Avg,68.69863013698631
919,Rayna Armstrong,M,Further Studies,sylible,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Gert Editha,4,0.8323237301245063,9.987884761494076,1.0,23.0,Resigned,No,1640.0,1463.0,1256.0,120.0,57.0,0.0,407.0,85.85099111414901,Efficient,85.85099111414901
920,Deanna Gentry,M,Career Growth,FursKips,Unknown,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Agnes Stacie,11,0.41889977206924167,5.0267972648309005,0.0,29.0,Resigned,No,752.0,620.0,509.0,80.0,52.0,0.0,114.0,82.09677419354838,Efficient,82.09677419354838
921,Melina Benson,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Sybil Georgianna,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1592.0,1385.5,1286.0,152.0,54.5,0.0,133.5,92.81847708408517,Efficient,92.81847708408517
922,Zachery Santana,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Kati Rosalyn,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1592.0,1369.5,588.0,120.0,102.5,40.0,765.5,42.93537787513691,Below Avg,42.93537787513691
923,Britney Castro,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Kristina Alleen,Unknown,0.7501865199148511,9.002238238978213,1.0,0.0,Active,No,1592.0,1433.0,912.0,120.0,39.0,0.0,529.0,63.6427076064201,Above Avg,63.6427076064201
924,Brandon Jenkins,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Morgen Hailee,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1560.0,1504.0,824.0,48.0,8.0,0.0,680.0,54.78723404255319,Above Avg,54.78723404255319
925,Paulina Terrell,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Myrtie Brana,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1560.0,1401.0,1060.0,128.0,31.0,0.0,353.0,75.66024268379728,Efficient,75.66024268379728
926,Karter Bridges,M,Further Studies,sylible,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Tallia Eyde,1,0.5037748892858854,6.045298671430626,1.0,22.0,Resigned,No,1080.0,948.0,484.0,80.0,52.0,0.0,512.0,51.0548523206751,Above Avg,51.0548523206751
927,Saige Burch,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1339.0,952.0,128.0,53.0,0.0,387.0,71.09783420463032,Above Avg,71.09783420463032
928,Brent Duke,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1372.0,1056.0,96.0,52.0,0.0,412.0,76.96793002915452,Efficient,76.96793002915452
929,Elsa Gutierrez,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Christina Desdemona,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1352.0,680.0,104.0,64.0,0.0,680.0,50.29585798816568,Above Avg,50.29585798816568
930,Dallas Arellano,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Christina Desdemona,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1340.0,911.0,120.0,60.0,0.0,445.0,67.98507462686567,Above Avg,67.98507462686567
931,Erik Bird,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1290.0,1298.0,120.0,110.0,0.0,5.0,100.62015503875969,Over Utilization,100.62015503875969
932,Mercedes Murillo,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Yolanthe Laurella,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1298.0,1310.5,184.0,38.0,0.0,73.0,100.96302003081664,Over Utilization,100.96302003081664
933,Wesley Sparks,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1356.5,1106.0,136.0,27.5,0.0,420.5,81.53335790637671,Efficient,81.53335790637671
934,Macey Hendricks,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Dionne Ronna,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1304.0,1170.0,176.0,40.0,0.0,256.0,89.7239263803681,Efficient,89.7239263803681
935,Isabela Mcbride,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1560.0,1392.0,1261.0,136.0,32.0,0.0,216.0,90.58908045977012,Efficient,90.58908045977012
1108,Ivy Gipsy,F,Personal,aquva,2.0,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1392.0,1108.0,112.0,16.0,0.0,386.0,79.59770114942529,Efficient,79.59770114942529
936,Aimee Reynolds,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1520.0,1319.5,1362.0,176.0,24.5,0.0,59.0,103.22091701402046,Over Utilization,103.22091701402046
937,Rishi Horn,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1325.5,1277.5,128.0,26.5,0.0,51.0,96.3787250094304,Efficient,96.3787250094304
938,Malia Mason,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Serving Notice Period,Christina Desdemona,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1424.0,1424.0,8.0,48.0,0.0,0.0,100.0,Efficient,100.0
939,Allison Blackburn,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed Staff,Mathilda Tomi,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1300.5,1048.0,112.0,67.5,0.0,397.5,80.5843906189927,Efficient,80.5843906189927
940,Amara Webb,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1261.0,1088.0,160.0,59.0,0.0,184.0,86.28072957969866,Efficient,86.28072957969866
941,Trent Andrews,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Conni Athene,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1344.0,1023.0,104.0,32.0,0.0,363.0,76.11607142857143,Efficient,76.11607142857143
942,Taylor Barrett,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Sheila Papagena,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1166.0,1172.0,276.0,38.0,0.0,55.0,100.51457975986278,Over Utilization,100.51457975986278
943,Paola Conway,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1297.0,1044.0,160.0,23.0,0.0,257.0,80.49344641480339,Efficient,80.49344641480339
944,Cael Chavez,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1331.5,959.0,120.0,28.5,0.0,447.5,72.02403304543748,Above Avg,72.02403304543748
945,Caylee Maxwell,M,Further Studies,sylible,Unknown,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Unknown,9,0.16701232742629896,2.0041479291155877,0.0,22.0,Resigned,No,320.0,289.5,136.0,16.0,14.5,0.0,153.5,46.97754749568221,Below Avg,46.97754749568221
946,Shelby Harris,F,Personal,sylible,Unknown,PC - 1,Location 3,Client Service Staff,Awaiting Termination,Ilsa Marigold,9,0.16701232742629896,2.0041479291155877,0.0,23.0,Resigned,No,352.0,321.5,120.0,16.0,14.5,0.0,213.0,37.32503888024883,Below Avg,37.32503888024883
947,Anabel Jimenez,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Rina Debee,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1263.0,979.0,180.0,37.0,3.0,437.0,77.513855898654,Efficient,77.513855898654
948,Cruz Tucker,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Lindy Marguerite,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1480.0,1286.0,1144.0,144.0,50.0,0.0,313.0,88.95800933125972,Efficient,88.95800933125972
949,Rowan Cowan,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1440.0,1252.0,1252.0,136.0,52.0,0.0,0.0,100.0,Efficient,100.0
950,Miguel Adkins,M,Career Growth,outent,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Tommy Muire,10,0.2518874446429427,3.022649335715313,0.0,28.0,Resigned,No,440.0,357.0,205.0,32.0,51.0,0.0,152.0,57.422969187675065,Above Avg,57.422969187675065
951,Josh Newton,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Beryle Lisha,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1440.0,1278.0,1160.0,144.0,18.0,0.0,118.0,90.76682316118936,Efficient,90.76682316118936
952,Rylee Riley,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1440.0,1240.0,1176.0,152.0,48.0,0.0,144.0,94.83870967741936,Efficient,94.83870967741936
953,Zayden Cowan,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Serving Notice Period,Luciana Erika,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1400.0,1239.0,624.0,136.0,25.0,0.0,615.0,50.363196125908,Above Avg,50.363196125908
954,Teagan Hunt,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1400.0,1214.0,1088.0,160.0,26.0,0.0,126.0,89.62108731466228,Efficient,89.62108731466228
955,Fernando Stone,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,Unknown,0.6653114026982073,7.983736832378488,1.0,0.0,Active,No,1400.0,1174.0,1062.0,208.0,18.0,15.0,97.0,90.45996592844975,Efficient,90.45996592844975
956,Luke Garner,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Cordula Devan,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,680.0,572.0,556.0,108.0,0.0,0.0,16.0,97.2027972027972,Efficient,97.2027972027972
957,Brady Daugherty,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1352.0,1224.0,686.0,120.0,8.0,456.0,168.0,56.04575163398693,Above Avg,56.04575163398693
958,Solomon Turner,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1352.0,1183.0,847.0,160.0,9.0,0.0,336.0,71.59763313609467,Above Avg,71.59763313609467
959,Zain Liu,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1352.0,1245.0,643.0,96.0,11.0,0.0,647.5,51.64658634538153,Above Avg,51.64658634538153
960,Jamiya Sellers,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1352.0,1168.0,224.0,176.0,8.0,0.0,944.0,19.17808219178082,Low,19.17808219178082
961,Christina Bates,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Emelda Jackqueline,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1320.0,1079.75,826.0,200.0,40.25,0.0,342.5,76.49918962722853,Efficient,76.49918962722853
962,Audrey Howell,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1320.0,1171.0,1024.0,96.0,53.0,0.0,179.0,87.4466268146883,Efficient,87.4466268146883
963,Orlando Winters,M,Career Growth,Focus,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Tommy Muire,2,0.49556116826491986,5.946734019179038,0.0,29.0,Resigned,No,1080.0,984.0,953.0,96.0,0.0,0.0,288.0,96.84959349593495,Efficient,96.84959349593495
964,Cole Melton,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Support Staff,Confirmed Staff,Annnora Gabrielle,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1280.0,1132.7,0.0,128.0,19.3,0.0,1131.6999999999998,0.0,Low,96.0
965,Anabel Soto,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1280.0,1072.0,956.0,176.0,32.0,0.0,180.0,89.17910447761194,Efficient,89.17910447761194
966,Jaime Yates,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed Staff,Mathilda Tomi,Unknown,0.5804362854815637,6.965235425778764,1.0,0.0,Active,No,1240.0,1093.0,920.0,120.0,27.0,0.0,185.0,84.17200365965233,Efficient,84.17200365965233
967,Darion Haas,M,Job Related,Limner Studio,Unknown,PC - 2,Location 9,Client Service Staff,Awaiting Termination,Lenora Nydia,1,0.41889977206924167,5.0267972648309005,0.0,29.0,Resigned,No,760.0,617.0,560.0,96.0,47.0,0.0,65.0,90.76175040518638,Efficient,90.76175040518638
968,Arielle Mcpherson,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Kalie Sylvia,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1200.0,987.0,564.0,168.0,45.0,0.0,431.0,57.14285714285714,Above Avg,57.14285714285714
969,Sterling Carson,M,Personal,XyloFurniture,Unknown,PC - 3,Location 1,Client Service Staff,Awaiting Termination,Xylina Beatriz,3,0.49829907527190836,5.979588903262901,0.0,25.0,Resigned,No,1168.0,971.0,995.0,160.0,37.0,16.0,0.0,102.47167868177137,Over Utilization,102.47167868177137
970,Amelia Rocha,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1200.0,1056.0,1048.0,120.0,24.0,0.0,17.0,99.24242424242425,Efficient,99.24242424242425
971,Leonidas Pena,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1200.0,1037.0,906.0,120.0,43.0,121.0,50.0,87.36740597878494,Efficient,87.36740597878494
972,Tori Montoya,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1160.0,936.0,700.0,168.0,56.0,0.0,244.0,74.78632478632478,Above Avg,74.78632478632478
973,Jaime Yoder,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1160.0,1012.0,896.0,120.0,28.0,0.0,116.0,88.53754940711462,Efficient,88.53754940711462
974,Denisse Moses,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1160.0,1006.0,1138.0,128.0,26.0,8.0,150.5,113.12127236580515,Over Utilization,113.12127236580515
975,Jessie Hester,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Douglas Herrera,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1160.0,1023.0,999.0,112.0,25.0,0.0,24.0,97.65395894428153,Efficient,97.65395894428153
976,Aurora Hoover,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1120.0,799.0,742.0,263.0,58.0,0.0,65.0,92.86608260325406,Efficient,92.86608260325406
977,Ella Roth,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1080.0,924.0,648.0,128.0,28.0,0.0,284.0,70.12987012987013,Above Avg,70.12987012987013
978,Aidan Lewis,M,Personal,Pop-Culture,Unknown,PC - 1,Location 8,Client Service Staff,Serving Notice Period,Josey Rorie,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1080.0,1040.0,1024.0,32.0,8.0,0.0,16.0,98.46153846153847,Efficient,98.46153846153847
979,Tamara Bradshaw,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Laetitia Yoshi,Unknown,0.49829907527190836,5.979588903262901,0.0,0.0,Active,No,1080.0,887.0,874.5,136.0,57.0,0.0,21.5,98.59075535512966,Efficient,98.59075535512966
980,Halle Raymond,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,1000.0,876.0,648.0,88.0,36.0,0.0,376.0,73.97260273972603,Above Avg,73.97260273972603
1109,Robinia Adoree,Unknown,Unknown,Unknown,Unknown,PC - 3,Location 4,Client Service Staff,Confirmed Staff,Mathilda Tomi,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,1000.0,841.0,715.5,132.0,27.0,0.0,133.5,85.07728894173603,Efficient,85.07728894173603
981,Franklin Vance,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 9,Client Service Staff,Confirmed Staff,Imelda Madalena,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,960.0,848.0,732.0,88.0,24.0,0.0,128.0,86.32075471698113,Efficient,86.32075471698113
982,Sabrina Conrad,M,Career Growth,Spray Shop,Unknown,PC - 1,Location 8,Client Service Staff,Awaiting Termination,Josey Rorie,5,0.5804362854815637,6.965235425778764,1.0,34.0,Resigned,No,920.0,800.0,776.0,104.0,16.0,0.0,24.0,97.0,Efficient,97.0
983,Gary Santos,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Lindy Marguerite,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,920.0,802.0,734.0,72.0,46.0,0.0,218.0,91.52119700748129,Efficient,91.52119700748129
984,Quinten Brock,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Douglas Herrera,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,920.0,904.0,848.0,0.0,16.0,0.0,56.0,93.80530973451327,Efficient,93.80530973451327
985,Mason Kelly,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 8,Client Service Staff,Confirmed Staff,Douglas Herrera,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,920.0,896.0,848.0,0.0,24.0,0.0,48.0,94.64285714285714,Efficient,94.64285714285714
986,Richard Monroe,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Chris Ricky,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,920.0,792.0,777.0,64.0,64.0,0.0,19.0,98.10606060606061,Efficient,98.10606060606061
987,Maeve Dunn,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Josi Ula,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,920.0,737.0,729.0,112.0,71.0,0.0,16.0,98.9145183175034,Efficient,98.9145183175034
988,Nylah Olsen,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,880.0,602.0,717.0,200.0,78.0,0.0,56.0,119.1029900332226,Over Utilization,119.1029900332226
989,Tessa Lam,Unknown,Unknown,Unknown,Unknown,PC - 1,Location 3,Client Service Staff,Confirmed Staff,Lee Alfie,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,880.0,736.0,312.0,96.0,48.0,0.0,432.0,42.391304347826086,Below Avg,42.391304347826086
990,Londyn Ray,Unknown,Unknown,Unknown,Unknown,PC - 2,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,Unknown,0.41342395805526466,4.9610874966631755,0.0,0.0,Active,No,880.0,695.5,644.0,112.0,72.5,0.0,63.5,92.59525521207765,Efficient,92.59525521207765
